0:00:12.407763, 0:00:02.876722, 0:00:01.975274, 0:00:00.091025, 0:00:00.091755, 0:00:00.092131, 0:00:02.977226, 0:00:03.064599, 0:00:00.094295, 0:00:00.985003, 0:00:14.430337, 0:00:00.093969, 0:00:00.092690, 0:00:00.091041, 0:00:00.092155, 0:00:00.091341, 0:00:00.187854, 0:00:00.096949, 0:00:00.097466, 0:00:00.096816, 0:00:00.095169, 0:00:00.097196, 0:00:00.096464, 0:00:00.090943, 0:00:00.095761, 0:00:00.090683, 0:00:00.096786, 0:00:00.095330, 0:00:00.095667, 0:00:00.094269, 0:00:00.090578, 0:00:00.091327, 0:00:00.090716, 0:00:00.093345, 0:00:00.094223, 0:00:00.096332, 0:00:00.093677, 0:00:00.090565, 0:00:00.097027, 0:00:00.090611, 0:00:00.088967, 0:00:00.092474, 0:00:00.099764, 0:00:00.090253, 0:00:00.090559, 0:00:00.091169, 0:00:00.091454, 0:00:00.097197, 0:00:00.089301, 0:00:00.088694, 0:00:00.099003, 0:00:00.091253, 
0:00:00.333577, 0:00:00.331377, 0:00:00.333383, 0:00:00.333487, 0:00:00.331491, 0:00:00.335578, 0:00:00.332693, 0:00:00.335145, 0:00:00.334546, 0:00:00.331299, 0:00:00.331540, 0:00:00.337112, 0:00:00.331778, 0:00:00.334749, 0:00:00.336150, 0:00:00.331530, 0:00:00.335201, 0:00:00.330977, 0:00:00.330206, 0:00:00.330752, 0:00:00.331081, 0:00:00.334552, 0:00:00.334728, 0:00:00.334020, 0:00:00.333881, 0:00:00.172168, 0:00:00.171018, 0:00:00.173112, 0:00:00.175582, 0:00:00.180999, 0:00:00.178034, 0:00:00.174968, 0:00:00.170407, 0:00:00.170499, 0:00:00.174506, 0:00:00.171829, 0:00:00.173533, 0:00:00.173898, 0:00:00.175770, 0:00:00.178555, 0:00:00.171826, 0:00:00.168527, 0:00:00.195945, 0:00:00.171599, 0:00:00.182076, 0:00:00.190723, 0:00:00.170841, 0:00:00.174975, 0:00:00.186132, 0:00:00.179219, 0:00:00.171926, 0:00:00.174987, 0:00:00.178907, 0:00:00.170699, 0:00:00.173522, 0:00:00.173803, 0:00:00.183017, 0:00:00.173652, 0:00:00.173750, 0:00:00.172263, 0:00:00.174712, 0:00:00.333768, 0:00:00.330128, 0:00:00.351193, 
